Species,Text,Page_id,Volume,Year,Source,Source_ID,Institution,Language,Rights,Copyright
Swietenia humilis,"Sección 4. Diversidad de ecosistemas SELVA MEDIANA SUBCADUCIFOLIA Esta comunidad arbórea es generalmente densa, con elementos que miden de 10 a 15 m de altura o más; se caracteriza porque al menos la mitad de sus elementos arbóreos pierden sus hojas en la época seca del año. Se localiza en la Sierra Madre del Sur y en la Llanura Cos tera, desde el nivel del mar hasta los 1 400 msnm (figu ras 16 y 17). El clima predominante es cálido-subhúmedo con lluvias en verano, con temperaturas que oscilan entre los 22 y 26 C, con una precipitación que fluctúa de 800 a 1 200 mm anuales. Se desarrolla sobre suelos de tipo Regosol, Feozem, Leptosol y Luvisol, de sustrato sedimentario, como calizas, lutitas, areniscas e ígneas como andesitas y tobas. En el estrato arbóreo de 10 a 20 m se encuentran: capomo o ramón ( Brosimum alicastrum ), leche maría ( Trophis racemosa), palo colo rado ( Bursera simaruba ), palo culebro o gateado (Astronium graveolens), granadillo ( Dalbergia spp.), cha rapo ( Sapindus saponaria), costalillo ( Trichilia hirta), palo maría ( Cordia alliodora ), palo de aro ( Lonchocarpus balsensis ), parota ( Enterolobium cyclocarpum ), higuera (. Ficus spp.), guapinol ( Hymenaea courbaril ), roble o pri mavera ( Tabebuia rosea), capulín ( Trema micrantha), pochote ( Ceiba aesculifolia), cuirindal ( Licania arbórea), cobano ( Swietenia humilis), capire ( Mastichodendron capiri), tepehuaje ( Lysiloma acapulcense) y habillo ( Hura polyandra). En el estrato arbustivo de 3 a 5 m ocurren: atuto o coyotomate (Vitex mollis), cacalosúchil ( Plumería rubra), algodoncillo ( Luehea candida), bonete ( Jacaratia mexicana) entre otros; y en el estrato herbáceo se encuentran: vergonzosa ( Mimosa sp.), ala de ángel ( Begonia monophylla), acahualillo ( Bidens odorata) y nopal ( Opuntia sp.), así como varios elementos de la familia de las gramíneas; también es frecuente encontrar lianas y epífitas. Figura 16. Selva mediana subcaducifolia, en Chinicuila. Foto: Arnulfo Blanco-García. Figura 17. Selva mediana subcaducifolia, en Cenobio Moreno, Apatzingán. Foto: Arnulfo Blanco-García. Varias especies arbóreas de este tipo de vegeta ción son apreciadas por su madera de buena calidad (durabilidad y belleza de veteado) y se les conoce como maderas finas ( Dalbergia, Platymiscium), otras se usan como árboles ornamentales por sus flores vistosas ( Tabebuia, Roseodendron, Platymiscium). La mayor parte de los terrenos de esta comunidad vegetal son ocupados para pastizales cultivados y como potreros, así como para la explotación de la madera de algunos árboles con fines de construcción, leña para uso domés tico, artesanales y medicinales (Madrigal 1997). SELVA CADUCIFOLIA Estas comunidades arbóreas de origen tropical crecen en lugares con precipitación estacional y más de 75 de sus componentes vegetales pierden las hojas durante la época seca del año; está compuesta por selva baja caducifolia y selva baja espinosa (figuras 18 a 20). Selva baja caducifolia Formada por árboles con alturas de 4 a 15 m. Las espe cies que lo componen pierden sus hojas por espacio de 5 a 8 meses, que coinciden con la época seca del año (figura 20). Altitudinalmente se encuentra desde el nivel DISTRIBUCION GRATUITA. PROHIBIDA SU VENTA 307",59866337,v.1 (2019),2019,Internet Archive,biodiversidadenv120cruzd,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"Martínez-De La Cruz et al.: Angiospermas del Estado de México, México Apéndice 4: Continuación. Hermannia inflata Link Otto Hibiscus phoeniceus Jacq. Kearnemalvastrum lacteum (Alton) D.M. Bates Keamemalvastrum subtriflorum (Lag.) D.M. Bates Kosteletzkyci blanchardii Fryxell Malachra fase i ata Jacq. Malvastrum americanum (L.) Torr. Malvastrum bicuspidatum (S. Watson) Rose Malvastrum coromandelianum (L.) Garcke Malvaviscas arbóreas Cav Malvella leprosa (Ortega) Krapov. MeIochia corymbosa (C. Presl) Meisn. ex Steud. Me ochia nodiflora Sw. Me ochia pyramidata L. Me ochia tomentosa L. Me ochia urticifolia (Turcz.) Standl. Neobrittonia acerifolia (G. Don) Hochr. Pavonia candida (DC.) Fryxell Pavonia chlorcmtha (Kunth) Fryxell Pavonia oxyphylla (DC.) Fryxell Pcivonia pu idoae Fryxell Períptera pañi cea (Lag.) DC. Phymosia rosea (DC.) Kearney Phymosia rzedowskii Fryxell Physodium adenodes (Goldberg) Fryxell Pseudabutilon e lipticum (Schltdl.) Fryxell Pseudobombax ellipticum (Kunth) Dugand RobinsoneIla hintonii Fryxell Sida abutifolia Mili. Sida cicuta Burm f. Sida barclayi Baker f. Sida ciliaris L. Sida elliottii Torr. A. Gray Sida glabra Mili. Sida hcienkeana C Presl Sida Unearis Cav. Sidci montícola Fryxell Sidaprolifica Fryxell S.D. Koch Sida rhombifolia L. Sphaeralcea angas tifo lia (Cav.) G. Don Tarasa antofagastana (Phil.) Krapov. Tarasa geranioides (Schltdl. Cham.) Krapov. Tilia americana L . Trichospermum galeottii (Turcz.) Kosterm. Triumfetta bogotensis DC. Triumfetta columnaris Flochr. Triumfetta coriácea Hochr. Triumfetta galeottiana Turcz. Triumfetta goldmanii Rose Triumfetta heliocarpoides Bullock Triumfetta lappula L. Triumfettapolyandra Sessé Moc. ex DC. Triumfetta simplicifo ia (Sessé Moc.) Fryxell Triumfetta stellata Lav Walt hería fryxell ii J.G. Saunders Waltherici indica L. Waltheriapringlei Rose Standl. Wissadula amplissima (L.)R.E. Fr. Martyniaceae Martynia cinnua L. Proboscidea Jouisiana (Mili.) Thell. Proboscidea triloba (Schltdl. Cham.) Decne. Melastomataceae Arthrostemma aJatum Triana Clidemia matudae L O. Williams Conostegia xalapensis (Bonpl.) D. Don ex DC. Heterocentron mexicanum Hook. Arn. Heterocentron subtriplinervium (Link Otto) A. Braun C.D. Bouché Leandro cornoides (Schltdl. Cham.) Cogn. Miconia glaberrima (Schltdl.) Naudin Monochaetum cal cara tum (DC.) Triana Monochaetumfloribundum (Schltdl.) Naudin Tibouchina galeottiana (Naudin) Cogn. Tibouchina longifo ia (Vahl) Baill Tibouchina sccibriuscula (Schltdl.) Cogn. Tibouchina tortuosa (Bonpl.) Almeda Meliaceae Cedrelci odor ata L. Guarecí g cibra Vahl Swietenia humilis Zuce. Trichilia americana (Sessé Moc.) T.D. Penn. Trichilia hctvanensis Jacq. Trichi lia hirta L. Menispermaceae Cissampelos pareira L. Cocculus diversifolius DC. Disciphania mexicana Bullock",56935397,n.124,2018,Internet Archive,actabotanicamexn124inst,Instituto de Ecología A.C.,Spanish,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"O. neaei DC. ERITROXILACEAS: Erytroxylon mexicanum H. B. K. E. pringlei Rose. ZIGOFILACEAS: Guaiacum coulteri A. Cray. G. sanctum Linn. ROTACEAS: Amyris balsamifera Linn. Zanthoxylon limoncello Planch. y Oerts. Pilocarpus longipes Rose. Esenbeckia berlandieri Baill. SIMARUBACEAS: Quassia aniara Linn. BURSERACEAS: Elaphrium simaruba (Linn.) Rose. E. gracile (Engl.) Rose. E. bipinnatum (DC.), Schlecht. E. aloexylon Schiede. E. excelsum H. B. K. MELIACEAS: Trichilia parviflora C. DC. T. colimana C. DC. Guarea polyantha Blake. Swietenia humilis Zuce. MALPIGI ACEAS: Byrsonima crassifolia (Linn.) DC. Bunchcsia palmeri S. Wat. Thryallis glauca (Cav.) Kuntze. T. palmeri Rose. Tetra pteris mexicana Hook y Arn. T. acapulcensis H. B. K. Banisteriopsis acapulcensis (Rose) Standl. Banisteria laurifolia Linn. POLIG ALACE AS: Polygala serpens Blake. P. brachysepala Blake. Securidaea diversifolia (Linn.) Blake. Mcnrdna schlechtendaliana D. Dietr. EUFORBIACEAS: Euphorbia pulcherrima Willd. E. cotinifolia Linn. E. colletioides Benth. Phyllanthus acidus (Linn.) Skeels.. P. micrandrus Muell. Croton reflexifolius H. B. K. C. ciliato-glandulosus. Orteg. C. flavescens Greenm. Uicinus communis Linn. Dalechampia scandens Linn. Acalypha acapulcensis Fernald. A. oreopola Greenm. A. adenostachya Muell. A. vagans. Cav. A. cincta Muell. Jatropha calyculata Pax. Hoffm. Manihot intermedia Weatherby. Hura polyandra Baill. Dalembertia populifolia Baill. Hippomane mancinella Linn. Sapium macrocarpum Muell. ANACARDIACEAS: Spondias monrbin Linn. S. lútea Linn. Cyrtocai pa procera II. B. K. Mangifera indica Linn. Pistacia mexicana H. B. K. Comocladia palmeri Rose. C. mollissima H. B. K. C. engleriana Loesener. Astronium graveolens Jacq. Pseudcsmodingium perniciosum (H. B. K.) Engl. Rhus potentillaefolia Turcz. R. barclayi (Helms) Standl. CELASTRINACEAS: Winieria pallida Radlk. W. percisifolia Radlk. W. lanceolata Rose. Celastrus tetramerus Standl. Rhacoma scoparia (Hook. y Arn.) Standl. H1PPOCR ATACE AS: Hippocratea acapulcensis H. B. K. H. excelsa H. B. K. II. elliptica H. B. K. SAPINDACEAS: Serjania trifoliata Radlk. S. caracasana (Jacq.) Willd. S. paniculata H. B. K. S. emarginata H. B. K. 45",59083092,,1935,Internet Archive,perfilbotanicog00gand,Instituto de Investigaciones José María Luis Mora,Spanish,,Public domain. The BHL considers that this work is no longer under copyright protection.
Swietenia humilis,"Acta Botánica Mexicana (2001), 56: 19-88 Apéndice. Continuación Familias, Especies y Colectas Tipo de vegetación SAB SBC ME MX SM BG VA VS Swietenia humilis Zuce. EAPG 1231, 1635 Trichilia h avanen sis Jaeq. EAPG 1197 X X X MENISPERMACEAE Cocculus diversifolios DC. EAPG 1008 Hyperbaena mexicana Miers CGH 1990, 1991, JM 2282, EAPG 1023, 1094, 1485 X X MIMOSACEAE Acacia cochiiacantha Humb. et Bonpl. ex Willd. EAPG 752, 885, 1143 Acacia coulteri Benth. CGH 1880, EAPG 1135 Acacia farnesiana (L.) Willd. EAPG 886 Acacia aff. hindsii Benth. EAPG 1739 Acacia picachensis Brandegee X X X X X X X CGH 1512, EAPG 725, 884, 1151, 1204 Acacia pringlei Rose EAPG 997 Acacia tenuifclia (L.) Willd. JM 1828 Acacia viiicsa (Sw.) Willd. AGP 203, CGH 2295, LLO 38 Aibizia guachapeie (Kunth) Dugand EAPG 1035 Caiiiandra bijuga Rose EAPG 1950 Caiiiandra juzepczukii Stand 1. EAPG 1527 Caiiiandra tergemina (L.) Benth. var. emarginata (Humb. et Bonpl. ex Willd.) Barneby CGH 1436, EAPG 1773 X X X X X X X X 66",55729384,no.56 (2001),2001,Internet Archive,actabotanicamexno56inst,Instituto de Ecología A.C.,Spanish,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,Zepeda y Velázquez: El Bosque Tropical Caducifolio de la Vertiente Sur de la Sierra de Nanchititla Lista florística. Continuación Familia Especie Forma biológica LILIACEAE Bessera elegans Schult. Crinum erubescens Aitón Echeandia parviflora Baker Milla biflora Cav. Nothoscordum bivalve (L.) Britton Sprekelia formosissima (L.) Herb. Hierba Hierba Hierba Hierba Hierba Hierba LOGANIACEAE Cynoctonum petiolatum J.F.Gmel. Hierba LORANTHACEAE Psittacanthus calyculatus (DC.) G.Don Hemiparásita LYTHRACEAE Cuphea secundiflora Sessé Moc. Lythrum álbum Kunth Hierba Hierba MALPIGHIACEAE Aspicarpa hirtella A.Rich. Banisteria cornifolia (Kunth) Spreng. Byrsonima crassi folia (L.) DC. Heteropteris laurifolia (L.) Juss. Malplghla glabra L. Trepadora Trepadora Arbusto o Arbol Arbusto o Trepadora Arbol o Arbusto MALVACEAE Anoda cristata Schltdl. A. crenatiflora Ortega Sida procumbens Sw. S. rhombi folia L. Hierba Hierba Hierba Hierba MARANTACEAE Calathea allouia (Aubl.) Lindl. Maranta arundinacea L. Hierba Hierba MELIACEAE Swietenia humilis Zuce. Trichilia col i mana C. DC. T. hirta L. Arbol Arbol Arbol 41,51674334,no.46 (1999),1999,Internet Archive,actabotanicamexno46inst,Instituto de Ecología A.C.,Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"Acta Botánica Mexicana (1999), 46:29-55 manifiesta por el gran número de especies registradas para cada una de ellas (19 y 12 respectivamente). El análisis de la distribución de las familias y géneros presentes en el bosque tropical caducifolio estudiado muestra un pleno dominio de elementos tropicales (Cuadros 1 y 2), debido principalmente a que la zona se encuentra en la región intertropical y en la depresión del río Las Balsas, es decir, en la región de tierra caliente, donde la presencia de bajas altitudes no es favorable para los elementos propios de clima templado o frío. Por otro lado, es importante mencionar que de los 208 géneros registrados cuatro son exclusivos de México y sólo 13 son considerados como cosmopolitas. Además, la existencia de Neobuxbaumia, de la familia Cactaceae, Hechtia de Bromeliaceae, y Fouquieria de Fouquieriaceae, corroboran lo expresado por Rzedowski (1978), quien señala la afinidad de estos elementos con la Región Xerofítica Mexicana. Es notable el efecto que han tenido las actividades humanas (tala de árboles, agricultura nómada o seminómada, presencia de huertos familiares y pastoreo de ganado bovino y caprino) sobre la vegetación original en la zona de estudio. Dichas actividades han provocado la disminución del área de la vegetación original y la expansión de la vegetación secundaria ; sólo la presencia de algunas especies como Swietenia humilis, Cordia elaeagnoides, Bursera spp., Gyrocarpus jatrophifolius, Fouquieria formosa y Amphipterygium adstringens evidencian la antigua extensión del bosque tropical caducifolio. Finalmente, cabe agregar que de acuerdo con Ceballos (1993), el Sistema Nacional de Areas Protegidas no comprende, entre otros, a los ecosistemas de selvas bajas. De hecho, en el territorio estatal no existe un área protegida, con o sin decreto, aparte de la Sierra de Nanchititla, que contenga una extensión de bosque tropical caducifolio medianamente conservada, al menos en manchones, como la que se presenta en el área. La importancia no sólo de la conservación, sino también del manejo de una comunidad como esta, radica inicialmente en su papel como sistema ecológico y en la diversidad biótica que en ella se alberga, con un porcentaje importante de especies útiles para el hombre y de interés científico. AGRADECIMIENTOS Nuestro más sincero agradecimiento al M. en C. Carlos Aguilar Ortigoza, a la M. en C. Nelly Diego Pérez y al M. en C. Francisco González Medrano, así como a los revisores anónimos por sus valiosos comentarios para mejorar el manuscrito. El primer autor agradece particularmente a Javier Manjarrez su estímulo y apoyo. LITERATURA CITADA Aguilar, C. 1993a. Reseña histórica de la botánica en el estado de México. Quatrivium 5(1): 67-73. Aguilar, C. 1993b. La vegetación de la zona núcleo del Parque Sierra de Nanchititla, estado de México. Revista de la Escuela de Ciencias 1(4): 6-16. Aguilera, J. 1993. Los parques naturales del estado de México. Comisión Estatal de Parques Naturales y de la Fauna. Toluca, estado de México. 121 pp. 50",51674343,no.46 (1999),1999,Internet Archive,actabotanicamexno46inst,Instituto de Ecología A.C.,Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"4 Evolución de las políticas públicas de restauración ambiental 163 Cuadro 4.1 Nombre científico Nombre común Periodo 19191933 19341940 19401946 19461952 19521958 19581964 19641970 19701976 19761982 19821994 Schinus molle 3 Pirul, piru X X X X X X X Schinus terebinthifolius 3 Pirul X Sophora japónica 3 Sóforas X X X Spathodea campanulata 3 Tulipán de África X Swietenia macrophylla 2 Caoba X X X X X X X Swietenia humilis 2 Caoba, caobilla X Tabebuia palmen 2 Amapa X X Tabebuia rosea 2 Rosa morada X Tamarix articúlala 3 Tamarisco X X X X X X X X X Tamarix paruiflora 3 Tamarisco X Tamarix plumosa 3 Tamarisco X Taxodium mucronatum 2 Ahuehuete X X X X X Tectona grandis 3 X Terminalia catappa 3 Almendro X Ulmus campestris 3 Olmo campestre X Ulmus montana 3 Olmo X Ulmus parvifolia 3 Olmo chino X Ulmus spp. Olmo X Washíngtonia robusta 1 Palma X Yucca elephantipes 2 Yuca X X Y ucea sp. Palma criolla X X 1 Especie nativa. 2 Especie de amplia distribución incluyendo México. 3 Especie exótica. Especie utilizada en el programa Lago de Texcoco. Fuentes: saf 1919, 1927, 1929, 1933, 1941-1946; sag 1947-1958, 1960a, 1960b, 1961, 1962, 1964a, 1964b, 1965-1970; Moncayo 1979; Martínez 1991; Cervantes 1995; Cervantes et al. 1996; sarh 1994a, 1994b, y Cruickshank 1994. Los nombres científicos y la distribución natural de las especies se obtuvieron de Missouri Botanical Garden 2008 y Agricultural Research Service (ars-usda) 2008. les, la formación de asociaciones de productores para controlar el aprovechamiento de los bosques y el estímulo de la investigación científica y la educación forestal (Moncayo 1979; Simonian 1999). Con estas atribuciones se pusieron en marcha distintas acciones de conservación plasmadas en la Ley Forestal de 1926, pero que habían operado de manera incipiente durante las administraciones anteriores (Moncayo 1979; Martínez 1991). Las actividades de forestación y reforestación tuvieron auge en todo el país y se realizaron para establecer áreas verdes en los asentamientos urbanos y en las áreas rurales utilizando los decretos de Zonas de Repoblación Forestal (zrf) y Zonas Protectoras Forestales (zpf). Desde su origen estas últimas tuvieron prioridad, pues de 1931 a 1937 se decretaron siete zrf y 27 zpf (Moncayo 1979). La combinación de estas disposiciones en los programas de mejoramiento y protección de la cubierta vegetal del país en esa época sugiere el inicio de una concepción integral de la recuperación y mantenimiento de los servicios ambientales de suministro (zrf), los de regulación y los culturales (zpf y Áreas Verdes). Por ejemplo, las zrf hicieron que se formalizara la obligatoriedad de los particulares y concesionarios para reforestar las áreas de extracción forestal, con especies cuyo aprovechamiento había sido autorizado (Moncayo 1979). Las zpf tenían la finalidad de proteger diversas ciudades y capitales de los",49525129,,2008,Internet Archive,Politicaspublic00Saru,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"con 13 especies en ocho géneros, y las anacardiáceas con 11 especies en nueve géneros, el resto de las familias se muestran en el cuadro 2. Cuadro 2. Riqueza de especies de las Sapindales. Fuente: elaboración propia. Familia Géneros Especies Sapindaceae 8 13 Anacardiaceae 9 11 Meliaceae 4 7 Rutaceae 4 6 Simaroubaceae 3 5 Zygophyllaceae 3 4 Respecto a endemismos, los miembros de estas familias se encuentran restringidos a diferentes extensiones; 31 especies (68 ) de las que constituyen el orden presentan una distribución amplia (México, Centro y Sudamérica), 14 (30 ) se restringen al occidente de México (desde Sinaloa hasta Guerrero) y sólo una especie (2 ) se encuentra restringida a Colima, Jalisco y Michoacán. Las especies protegidas por la nom-059-semarnat-2010 (semarnat 2010) y que se distribuyen en el estado incluyen al culebro Astronium graveolens, Anacardiaceae) con la categoría amenazada (A) y al guayacán (Guaiacum coulteri, Zygophyllaceae) con categoría protección especial (Pr), ambas especies se distribuyen más allá de las fronteras de México. Por otra parte, dos especies se encuentran en el Apéndice II de la CITES: el cóbano Swietenia humilis y el guayacán Guaiacum coulteri (cites 2008). Distribución y hábitats A continuación se describen los tipos de vegetación asociados a las diferentes familias de Sapindales, siguiendo los esquemas propuestos por Rzedowski (1986) y Rzedowskiy McVaugh (1966): Anacardiaceae (incluyendo Julianaceae) Principalmente formando parte del bosque tropical caducifolio se encuentran las especies: Amphipterygium adstringens y A. glaucum (cuachalalates), Cyrtocarpa procera (copalcojote), Spondias purpurea (ciruela), S. mombin (jobo) y Comocladia engleriana (hincha huevos), especies que se desarrollan en suelos de origen volcánico, mientras que Pseudosmodigium perniciosum (hincha huevos) sólo se presenta en suelos calcáreos. En el bosque tropical subcaducifolio se presentan Astronium graveolens (culebro) y S. mombin (jobo). En lo que respecta a los bosques de Quercus, de coniferas y mesófilo de montaña, se registra a Rhus terebenthifolia (agritos) y Toxicodendron radicans subsp. barkleyi (hiedra venenosa). Meliaceae La especies de esta familia forman parte principalmente del bosque tropical caducifolio, incluyendo Cedrela salvadorensis, Swietenia humilis (cóbano) y Trichilia americana (periquillo). En el bosque tropical subcaducifolio se encuentra Guarea glabra (ambarito o periquillo), mientras que Trichilia trifolia subsp. palmeri se encuentra en sitios de transición (ecotonos) entre el bosque tropical subcaducifolio y el bosque espinoso. Cabe hacer notar que tanto Trichilia havanensis como T hirta son parte del bosque tropical caducifolio, pero en ocasiones se localizan en áreas de ecotono con el bosque de Quercus. 254 DIVERSIDAD DE ESPECIES",51182469,,2016,Internet Archive,Labiodiversidad00Cruz,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"Capítulo 7 Diversidad de ecosistemas 29 das, la topografía y la calidad de los suelos han sido favorables para convertir este ecosistema en comarcas agrícolas muy productivas desde el inicio de la época de la Colonia, en ocasiones con el auxilio de obras de riego. También ha prevalecido el interés por desarrollar la ganadería, generalmente extensiva, después del desmonte de selvas en áreas de pendientes pronunciadas. Se ha mencionado la posibilidad de que en grandes extensiones de la Depresión Central de Chiapas, la sbc sea una formación secundaria orientada a comunidades más mésicas (como el bep), derivada de incendios fuera de control al limpiar potreros (Miranda, 1952; Pennington y Sarukhán, 2005). En áreas montañosas, por arriba de los 800 m de altitud, la sbc presenta asociaciones mixtas con elementos dominantes del bosque de pino-encino, frecuentemente asociadas a disturbios antrópicos crónicos como la extracción de leña, el pastoreo e incendios para limpiar potreros (Alvarez-Moctezuma et al., 1999; Rocha-Loredo et al., 2010). En una estrecha franja de la Planicie Costera del Pacífico, Miranda (1952) identificó una asociación particular de sbc con Alvaradoa amorphoides, Coccoloba caracassana, C. floribunda, Randia armata, Prosopis jullflora, Pithecellobium dulce, Trichllla hirta, Swietenia humilis y Zygia conzattii. Bosque de pino-encino (bpe) El bpe es una formación boscosa muy compleja por la gran amplitud altitudinal en la que se encuentran especies de Pinus y Quercus como dominantes del dosel. Se puede presentar entre los 800 y 2500 m de altitud, principalmente en la Depresión Central, en la Meseta Central y en el declive del Pacífico de la Sierra Madre de Chiapas. Es frecuente que el predominio de especies de estos géneros sea favorecido por diversos regímenes de disturbio antrópico, incluidos los incendios. Presenta, de manera distintiva, un dosel con predominio de varias especies de Pinus y Quercus (González-Espinosa etal., 1991, 1995, 2006; Álvarez-Moctezuma et al., 1999; GalindoJaimes et al., 2002; Alba-López et al., 2003; Zavala et al., 2007). Es común que coexistan entre tres y cuatro especies de Quercus con dos o tres especies de Pinus-, elementos ocasionales del dosel pueden ser Arbutus xalapensis, Chlranthodendron pentadactylon, Clethra chiapensis y Persea americana (cuadro 2). La continuidad, altura y riqueza de especies del dosel, así como la complejidad y riqueza de la estructura vertical, son muy variables en función de la exposición, la profundidad y pedregosidad del suelo, así como del disturbio antrópico crónico. En las condiciones de mayor altitud ( 2300 m), húmedas y frías, es común un dosel formado por asociaciones con Quercus acatenangensis, Q. benthamii, Q. crassifolla, Q. laurina, Q. rugosa, Pinus ayacahuite, P. montezumae, P. pseudostrobus var. pseudostrobus, P. p. var. apulcensis y P. tecunumanii. Los bosques de pino-encino en los sitios más húmedos y fértiles muestran sólo una pequeña dominancia (valor de importancia relativa 15 ) de los pinos respecto a los encinos o robles (González-Espinosa et al., 1991). En condiciones también altas ( 1 600 m), pero más secas, en sitios de suelos delgados con exposición oeste o suroeste, pueden ser comunes las asociaciones con Q. cris pipi lis, Q. segoviensis, P. devoniana y P. maximinoi, colindantes con asociaciones de la sbc. Breedlove (1981) menciona a las comunidades con predominio de especies de Pinus como una variante del bpe. Estos pinares son comunidades marcadamente empobrecidas en su composición y estructura y varias fuentes de evidencia apuntan a su frecuente origen antrópico, al menos en áreas con suelos profundos que han sido dedicados a la agricultura y (o) a una cosecha crónica de leña de las especies de Quercus y otras latifoliadas (González-Espinosa et al., 1995, 2006, 2009; Ochoa-Gaona y González-Espinosa, 2000; Galindo-Jaimes et al., 2002; García-Barrios y González-Espinosa, 2004; Ochoa-Gaona et al., 2004; Quintana-Ascencio et al., 2004). En los sitios con predominio de encinos se puede encontrar una gran riqueza y abundancia de especies de epífitas, notablemente bromeliáceas, pero también heléchos y orquídeas (Wolf y Flamenco, 2003, 2005). En las mayores elevaciones de la Meseta Central (volcán Tzontehuitz y cerro Huitepec) y del volcán Tacaná, en el Soconusco, se pueden encontrar comunidades dominadas por pastos altos amacollados, descritas como zacatonales por Miranda (1952), Miranda y Hernández X. (1963) y Breedlove (1981). En su aspecto general son similares al zacatonal alpino descrito por Almeida et al. (1994) encima de la línea de vegetación arbórea en el Eje Neovolcánico, aunque en Chiapas se presentan en menores altitudes. Se describen aquí como comunidades asociadas al bpe, propiciadas por disturbios antro-",50738768,v.2 (2013),2013,Internet Archive,biodiversidadenv220Cruz,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Swietenia humilis,"Figura 4. Volumen maderable de 1 999 a 2009 en Costa Grande, Guerrero. Figura 5. Superficie maderable aprovechada y autorizada por municipio en Costa Grande, Guerrero, en 2010 35000 30000 25000 20000 15000 10000 5000 0 31574 1 co cd D i_ 1 O 1 :r 4354 5702 5452 4855 2164 1530 La Unión de Coahuayutla Zihuatanejo Petatlán Tecpande Atoyacde Coyuca de Isidoro Montes de José María de Azueta Galeana Álvarez Benítez de Oca Izazaga Municipios Situación actual del aprovechamiento En Costa Grande, como en otras regiones del país, los aprovechamientos se basan en Planes de Manejo Forestal (PMF), los cuales son necesarios para la autorización de cortas en cualquier predio y su estructura está diseñada para comprometer a los ejidatarios, empresarios, Prestadores de Servicios Profesionales (PSP) y autoridades a hacer un buen uso de los bosques y selvas. El esquema de PSP sustituyó a las anteriores empresas paraestatales como FOVIGRO, de tal forma que los dueños del recurso contratan los servicios de un profesional que elabora un estudio técnico y financiero sobre las posibilidades de corta del bosque. El programa de manejo se presenta a la instancia regulatoria (SEMARNAT) para su autorización. Plasta el año 201 0 se documentan PMF en bosques naturales de pinos ( Pinus herrerae, P. teocote , P. pseudostrobus, P. maximinoi, P. ayacahuite , P. oocarpa , P. michoacana P. montezumae, P. tenuifolia), encinos ( Quercus martinezii , Q. uxoris , Q. salicifolia, Q. scytophylla , Q. crassifolia , Q. laurina), oyameles Abies religiosa), fresno ( Fraxinus udhei), cedro blanco Cupressus lusitanica) y ai le Al ñus acuminata). n La superficie total manejada fue de 56 651 .58 ha; Tecpan de Galeana muestra la mayor extensión autorizada y Atoyac de Álvarez, la menor. El municipio Benito Juárez no participa en la actividad maderera debido a que no cuenta con superficie boscosa . El volumen total autorizado para 2010 fue de 1 583 038.44 m 1 2 3 4 y destacó el género Pinus como el más aprovechado y el cedro blanco con el menor volumen . Figura 6. Volúmenes autorizados para el aprovechamiento maderable en Costa Grande, Guerrero. 1177927 1. Latifoliadas aile (Alnus sp.), fresno ( Fraxinus uhdei) madroño ( Arbutus sp.) 2. Tropicales preciosas cedro rojo ( Cedrela odorata) caoba ( Swietenia humilis) 3. Tropicales comunes: cubato Acacia cymbispiná) guaje (Leucaena esculenta) pochote ( Ceiba parvifolia) palo mulato (Bursera simarouba) huizache Acacia farnesiana) 4. Coniferas Pinos (Pinus spp.) 5. Oyamel Abies religiosa) 6. Encinos Quercus spp.) 7. Cedro blanco ( Cupressus lusitanica) 8",50821948,no.102 (2012),2012,Internet Archive,Biodiversitasno10ComiC,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),Spanish,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
